"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 주택거래신고 1588-0149/주택임대차신고 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20220201 ~ 20220228"
"실거래구분 : 아파트(매매)"
"주소구분 : 지번주소"
"시도 : 서울특별시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","층","건축년도","도로명","해제사유발생일","거래유형","중개사소재지"
"서울특별시 중구 신당동","840","0840","0000","현대","66.6","202202","5","87,500","5","1993","다산로36길 109","","중개거래","서울 중구"
"서울특별시 중구 정동","37","0037","0000","삼정아트테라스정동","14.2664","202202","25","26,000","8","2020","서소문로 89-20","","중개거래","서울 종로구"
"서울특별시 중구 충무로5가","90","0090","0000","충무로헤센스마트","21.04","202202","9","23,300","4","2018","서애로1길 11","","중개거래","서울 중구"
"서울특별시 중구 충무로5가","90","0090","0000","충무로헤센스마트","21.04","202202","9","22,100","3","2018","서애로1길 11","","중개거래","서울 중구"
"서울특별시 중구 충무로5가","90","0090","0000","충무로헤센스마트","31.02","202202","12","39,800","5","2018","서애로1길 11","","중개거래","서울 중구"
"서울특별시 중구 충무로5가","90","0090","0000","충무로헤센스마트","19.76","202202","15","22,200","4","2018","서애로1길 11","","직거래","-"
"서울특별시 중구 황학동","819","0819","0000","DUO302","15.97","202202","16","14,300","15","2014","난계로 169","","중개거래","서울 중구"
"서울특별시 중구 황학동","882","0882","0000","황학동코아루","84.96","202202","12","95,000","10","2010","난계로11길 30","","중개거래","서울 성동구, 서울 중구"
"서울특별시 중랑구 면목동","715","0715","0000","늘푸른동아","59.65","202202","10","70,300","10","2002","동일로 476","","중개거래","서울 송파구, 서울 중랑구"
"서울특별시 중랑구 면목동","1-41","0001","0041","라이프미성","55.4","202202","14","40,500","7","1995","용마산로94다길 21","","중개거래","서울 중랑구"
"서울특별시 중랑구 면목동","1515","1515","0000","성원상떼빌","84.96","202202","14","51,000","18","1997","용마산로 278","","직거래","-"
"서울특별시 중랑구 면목동","1519","1519","0000","신성","59.91","202202","4","57,500","15","1998","중랑천로 43","","중개거래","서울 중랑구"
"서울특별시 중랑구 면목동","1077-1","1077","0001","용마한신","59.22","202202","12","60,000","11","1990","사가정로71길 19","","직거래","-"
"서울특별시 중랑구 묵동","170-1","0170","0001","묵동자이(2단지)","101.91","202202","9","102,500","16","2010","동일로 932","","중개거래","서울 중랑구"
"서울특별시 중랑구 묵동","13","0013","0000","신내","39.84","202202","5","50,000","6","1996","숙선옹주로 91","","중개거래","서울 중랑구"
"서울특별시 중랑구 묵동","13","0013","0000","신내","39.84","202202","5","50,000","11","1996","숙선옹주로 91","","중개거래","서울 노원구, 서울 중랑구"
"서울특별시 중랑구 묵동","13","0013","0000","신내","39.84","202202","14","53,000","9","1996","숙선옹주로 91","","중개거래","서울 중랑구"
"서울특별시 중랑구 묵동","13","0013","0000","신내","49.77","202202","15","58,500","2","1996","숙선옹주로 91","","중개거래","서울 중랑구"
"서울특별시 중랑구 묵동","245-64","0245","0064","우성","55.74","202202","15","30,000","4","1975","동일로149길 15","","직거래","-"
"서울특별시 중랑구 묵동","58-1","0058","0001","풀내음(A동)","66.12","202202","10","42,000","7","2006","공릉로12길 26","","중개거래","서울 중랑구"
"서울특별시 중랑구 상봉동","104-10","0104","0010","리더스","29.34","202202","21","27,800","4","2019","면목로92길 28","","직거래","-"
"서울특별시 중랑구 상봉동","87-27","0087","0027","센트럴파크55","48.49","202202","19","46,200","7","2019","봉우재로 155","","중개거래","서울 중랑구"
"서울특별시 중랑구 상봉동","484","0484","0000","엘지,쌍용아파트","68.12","202202","22","71,400","7","1996","봉화산로 130","","중개거래","서울 중랑구"
"서울특별시 중랑구 상봉동","113-1","0113","0001","포시티","14.855","202202","7","10,000","16","2014","면목로 487","","중개거래","서울 중랑구"
"서울특별시 중랑구 신내동","449-1","0449","0001","경원","55.89","202202","19","26,500","5","1989","봉화산로56길 73","","중개거래","서울 중랑구"
"서울특별시 중랑구 신내동","449-1","0449","0001","경원","55.89","202202","19","26,500","5","1989","봉화산로56길 73","20220224","중개거래","서울 중랑구"
"서울특별시 중랑구 신내동","618","0618","0000","동성3","129.37","202202","3","87,000","21","1997","신내로 110","","중개거래","경기 용인수지구, 서울 중랑구"
"서울특별시 중랑구 중화동","208-4","0208","0004","범양프레체","17.94","202202","10","11,000","14","2012","중랑천로14길 58","","중개거래","서울 중랑구"
